source,song_id,n_bars,beats_per_bar,bpm,key,mode,transpose_offset,n_melody_notes,chord_consonance,melody_chord_coverage,irregular_bars,unparsed_chords,included,reason,split
hooktheory,ANmpAWbqgyM,9,4,132.0,E:min,min,8.0,28,0.7681,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpAXb-gyM,8,4,,F:maj,maj,7.0,27,0.6056,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpAYL-gyM,8,4,104.5,Eb:maj,maj,9.0,41,0.7222,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpA_REgyM,16,6,,Db:maj,maj,11.0,42,0.76,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpAajZgyM,8,4,126.1,Db:min,min,11.0,20,0.6071,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpAavZgyM,8,4,74.7,E:maj,maj,8.0,42,0.7,1.0,0.0,0,True,,TEST
hooktheory,ANmpAbAZgyM,8,4,93.4,D:maj,maj,10.0,30,0.72,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpAbBOgyM,10,4,,G:min,min,5.0,47,0.9322,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpAbGEgyM,16,3,116.3,E:dorian,dorian,8.0,96,0.4167,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpAbNOgyM,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,ANmpAbkEgyM,18,4,158.0,Bb:min,min,2.0,75,0.4748,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpAbldgyM,8,4,110.2,Eb:min,min,9.0,57,0.7672,1.0,0.0,0,True,,TEST
hooktheory,ANmpAdVOgyM,4,4,100.9,E:min,min,8.0,25,0.4762,0.913,0.0,0,True,,TRAIN
hooktheory,ANmpAdengyM,8,4,65.7,G:maj,maj,5.0,37,0.7037,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpAdyqgyM,8,4,119.0,B:min,min,1.0,34,0.7586,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpAeN-gyM,12,4,110.1,C:maj,maj,0.0,77,0.7949,1.0,0.0,0,True,,VALID
hooktheory,ANmpAeebgyM,8,4,127.8,F:maj,maj,7.0,50,0.5192,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpAjDEgyM,10,4,149.0,A:min,min,3.0,12,0.6757,0.6981,0.0,0,True,,TRAIN
hooktheory,ANmpAjRPgyM,8,6,207.7,F#:dorian,dorian,6.0,46,0.8667,0.9375,0.0,0,True,,VALID
hooktheory,ANmpAkYbgyM,4,4,,D:maj,maj,10.0,20,0.661,1.0,0.0,0,True,,TEST
hooktheory,ANmpAnMZgyM,17,4,91.8,C:maj,maj,0.0,68,0.5723,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpAnlEgyM,16,6,252.4,Bb:min,min,2.0,100,0.625,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpApwdgyM,4,6,209.6,Bb:maj,maj,2.0,1,1.0,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpAqEOgyM,12,4,160.0,A:maj,maj,3.0,66,0.7465,0.8987,0.0,0,True,,TRAIN
hooktheory,ANmpAqrPgyM,14,4,145.5,Eb:mixolydian,mixolydian,9.0,36,0.9388,0.98,0.0,0,True,,TRAIN
hooktheory,ANmpArXqgyM,16,4,144.1,C:maj,maj,0.0,67,0.3774,0.6092,0.0,0,True,,TEST
hooktheory,ANmpAvDdgyM,16,4,114.0,Bb:maj,maj,2.0,52,0.7984,1.0,0.0,0,True,,TEST
hooktheory,ANmpAvVngyM,12,4,129.0,B:min,min,1.0,75,0.625,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpAywOgyM,8,4,,A:min,min,3.0,10,0.7647,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpAzLngyM,0,,,,,,0,,,0.0,0,False,key_change,TRAIN
hooktheory,ANmpAzVEgyM,24,4,,E:maj,maj,8.0,53,0.8906,1.0,0.0,0,True,,VALID
hooktheory,ANmpAzdOgyM,8,4,113.3,E:maj,maj,8.0,64,0.6207,0.9062,0.0,0,True,,VALID
hooktheory,ANmpAzyOgyM,24,4,144.0,C:min,min,0.0,125,0.6309,0.9724,0.0,0,True,,TRAIN
hooktheory,ANmpB-EdxyM,16,4,99.7,E:maj,maj,8.0,19,0.7895,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpBDrZxyM,11,4,95.9,F#:maj,maj,6.0,51,0.4925,1.0,0.0,0,True,,VALID
hooktheory,ANmpBMd-xyM,8,4,95.0,C:min,min,0.0,39,0.7891,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpBOrZxyM,8,4,,G:maj,maj,5.0,24,0.825,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpBVrbxyM,8,4,160.0,G:min,min,5.0,46,0.5517,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpBaR-xyM,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,ANmpBdNdxyM,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,ANmpBkadxyM,17,4,140.0,G:maj,maj,5.0,71,0.4954,0.8504,0.0,0,True,,TRAIN
hooktheory,ANmpBlMbxyM,8,4,67.6,G:maj,maj,5.0,59,0.7891,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpBlNqxyM,16,4,155.2,B:min,min,1.0,42,0.5,1.0,0.0,0,True,,TEST
hooktheory,ANmpBnJdxyM,8,4,151.9,C:maj,maj,0.0,23,0.55,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpBpyPxyM,9,4,,E:maj,maj,8.0,30,0.7273,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpByKPxyM,19,4,111.5,G:min,min,5.0,124,0.6507,0.9855,0.0,0,True,,TRAIN
hooktheory,ANmpBzZ-xyM,8,4,153.4,Bb:maj,maj,2.0,61,0.7097,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpG--OoyM,4,4,108.0,Bb:maj,maj,2.0,24,0.5417,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGBWEoyM,16,4,148.8,C:maj,maj,0.0,12,1.0,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGEL-oyM,16,4,150.6,Ab:maj,maj,4.0,62,0.5862,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGJKPoyM,12,4,87.9,G:maj,maj,5.0,58,0.7323,0.8581,0.0,0,True,,TRAIN
hooktheory,ANmpGJnnoyM,12,3,,G:dorian,dorian,5.0,32,0.9113,1.0,0.0,0,True,,TEST
hooktheory,ANmpGLKdoyM,16,4,128.9,G:min,min,5.0,64,0.5952,1.0,0.0,0,True,,VALID
hooktheory,ANmpGOZ-oyM,8,4,179.9,C:min,min,0.0,29,0.8516,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGPZnoyM,52,4,140.0,D:locrian,locrian,10.0,263,0.8384,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGVJPoyM,6,4,56.2,G:maj,maj,5.0,25,0.4167,0.7059,0.0,0,True,,TRAIN
hooktheory,ANmpGVP-oyM,16,6,197.0,C:maj,maj,0.0,73,0.9527,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGWbPoyM,4,4,71.0,F:maj,maj,7.0,12,0.4545,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGXAqoyM,8,4,115.3,C:maj,maj,0.0,37,0.7,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGYOqoyM,4,4,120.0,D:maj,maj,10.0,27,0.4762,0.84,0.0,0,True,,TEST
hooktheory,ANmpGaJdoyM,16,4,161.0,Db:min,min,11.0,75,0.5754,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGjXEoyM,16,4,124.5,Eb:min,min,9.0,79,0.5897,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGja-oyM,9,4,108.1,E:maj,maj,8.0,21,0.5641,0.7959,0.0,0,True,,TRAIN
hooktheory,ANmpGkQEoyM,8,6,126.4,D:maj,maj,10.0,18,0.6842,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGnOboyM,16,4,,Db:maj,maj,11.0,24,0.8594,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGpGEoyM,20,4,87.0,Eb:min,min,9.0,62,0.7613,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGppnoyM,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,ANmpGvPOoyM,8,4,111.8,E:mixolydian,mixolydian,8.0,18,0.7241,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGvR-oyM,8,4,99.7,C:min,min,0.0,24,0.7333,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGvnnoyM,24,4,131.5,C:maj,maj,0.0,64,0.637,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpGy-noyM,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,ANmpK-XboyM,8,4,116.2,A:maj,maj,3.0,36,0.5778,0.5,0.0,0,True,,TRAIN
hooktheory,ANmpKEDqoyM,8,4,115.9,F:maj,maj,7.0,15,0.5714,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpKEqqoyM,8,4,121.5,Db:maj,maj,11.0,21,0.6316,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpKMAEoyM,21,4,158.0,G:maj,maj,5.0,65,0.6861,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpKMRboyM,8,4,139.5,G:maj,maj,5.0,56,0.8438,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpKNWqoyM,8,4,77.5,G:min,min,5.0,47,0.6264,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpKYYqoyM,46,4,135.4,E:min,min,8.0,164,0.7857,0.9925,0.0,0,True,,TEST
hooktheory,ANmpKav-oyM,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,ANmpKkwPoyM,16,4,120.0,D:maj,maj,10.0,96,0.7879,0.6875,0.0,0,True,,VALID
hooktheory,ANmpKwGOoyM,8,4,97.1,E:min,min,8.0,68,0.7168,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpKzOqoyM,9,4,123.1,A:maj,maj,3.0,31,0.8625,0.9524,0.0,0,True,,VALID
hooktheory,ANmpQ-nbgyM,8,4,130.5,Bb:min,min,2.0,48,0.5242,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQAvngyM,24,4,250.0,D:min,min,10.0,189,0.5372,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQBZngyM,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,ANmpQBwZgyM,8,4,88.8,G:maj,maj,5.0,38,0.66,1.0,0.0,0,True,,TEST
hooktheory,ANmpQGWPgyM,16,4,90.0,Eb:min,min,9.0,22,0.9062,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQGqqgyM,4,4,103.7,E:min,min,8.0,12,0.6406,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQLQ-gyM,4,4,111.5,D:maj,maj,10.0,32,0.8438,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQMWdgyM,16,4,128.0,F:min,min,7.0,100,0.6443,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQM_ZgyM,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,ANmpQMqEgyM,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,ANmpQMrngyM,16,4,145.8,B:maj,maj,1.0,56,0.64,0.9615,0.0,0,True,,TRAIN
hooktheory,ANmpQN-EgyM,10,4,89.0,E:maj,maj,8.0,62,0.6573,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQOOPgyM,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,ANmpQREEgyM,8,4,,Db:phrygian,phrygian,11.0,31,0.7903,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQRLbgyM,17,4,,E:maj,maj,8.0,65,0.6491,0.9744,0.0,0,True,,TRAIN
hooktheory,ANmpQRVOgyM,9,4,97.1,A:phrygian,phrygian,3.0,26,0.9219,0.9697,0.0,0,True,,TRAIN
hooktheory,ANmpQRdqgyM,12,4,124.9,A:mixolydian,mixolydian,3.0,57,0.6452,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQVvdgyM,8,4,132.0,E:maj,maj,8.0,44,0.8696,1.0,0.0,0,True,,TEST
hooktheory,ANmpQXX-gyM,8,4,114.9,F:maj,maj,7.0,55,0.703,0.8783,0.0,0,True,,TRAIN
hooktheory,ANmpQXebgyM,9,4,86.0,G:maj,maj,5.0,60,0.6293,0.9508,0.0,0,True,,TRAIN
hooktheory,ANmpQY-bgyM,12,4,,D:maj,maj,10.0,50,0.7917,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQYp-gyM,14,6,139.0,Bb:maj,maj,2.0,40,0.7333,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQaRZgyM,8,4,110.0,B:maj,maj,1.0,57,0.8073,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQayEgyM,8,4,88.0,F:maj,maj,7.0,40,0.7925,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQeKPgyM,10,4,,F:dorian,dorian,7.0,38,0.7931,0.8112,0.0,1,True,,TRAIN
hooktheory,ANmpQeWZgyM,8,4,85.8,Eb:maj,maj,9.0,44,0.86,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQjj-gyM,0,,,,,,0,,,0.0,0,False,no_harmony,TRAIN
hooktheory,ANmpQkjngyM,12,3,141.3,A:min,min,3.0,45,0.75,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQkqqgyM,8,4,127.7,E:min,min,8.0,22,0.6964,1.0,0.0,0,True,,TRAIN
hooktheory,ANmpQkzPgyM,16,4,125.2,E:min,min,8.0,70,0.7734,0.5,0.0,0,True,,TRAIN
